,Vendor,Type_of_Spend,Brand,PO_Number,PO_Amount,Invoice_Amount,Difference,Date_Opened
1561,KYG Antler LLC,Brand Asset Development,Transmorphers,26649226,126380,20545,105835,2022-11-18
4,KYG Antler LLC,Influencer,Clay-Dough,89754537,126379,46344,80035,2022-12-15
2541,Google Inc.,Influencer,Transmorphers,79738203,126341,42482,83859,2022-12-16
4866,Google Inc.,Brand Asset Development,Space Wars,53406281,126290,33739,92551,2022-11-19
4414,KYG Antler LLC,Brand Publicity,GI-Bro,22099816,126263,55581,70682,2022-12-21
1530,TikTok Inc,Brand Publicity,GI-Bro,29889018,126177,38676,87501,2022-12-23
3545,Nintendo Technologies,Influencer,GI-Bro,36704366,126028,70517,55511,2022-11-08
4434,Disney Studios,Influencer,Transmorphers,43017595,125981,33283,92698,2022-10-08
1343,KYG Antler LLC,E-Commerce,Merf,98905932,125926,7194,118732,2022-12-04
2202,Nintendo Technologies,Influencer,Clay-Dough,53962088,125728,37868,87860,2022-10-23
416,Disney Studios,Brand Asset Development,Clay-Dough,57100828,125577,9669,115908,2022-10-06
2636,The Martingale Agency,Brand Publicity,Merf,16801296,125529,29303,96226,2022-12-13
4143,Google Inc.,Influencer,Space Wars,53385650,125362,43194,82168,2022-10-23
1919,Meta Platforms,Influencer,Space Wars,63401812,125279,74046,51233,2022-10-24
4384,Disney Studios,Brand Asset Development,Clay-Dough,33241316,125139,73289,51850,2022-10-15
2367,The Martingale Agency,Influencer,Clay-Dough,60316122,125053,44039,81014,2022-12-10
546,Meta Platforms,Media Supported Asset,Transmorphers,53511233,124984,11503,113481,2022-07-06
1087,The Martingale Agency,Brand Asset Development,GI-Bro,28895476,124918,18601,106317,2022-10-01
3117,Pinterest Inc,Influencer,Space Wars,47557663,124889,92753,32136,2022-09-12
3617,The Martingale Agency,Brand Asset Development,GI-Bro,69679721,124877,65547,59330,2022-11-06
1552,Disney Studios,E-Commerce,Clay-Dough,60787393,124857,15860,108997,2022-12-28
4202,Meta Platforms,Brand Asset Development,GI-Bro,84931214,124839,23514,101325,2022-11-23
685,Disney Studios,Brand Asset Development,Clay-Dough,49819285,124793,29984,94809,2022-09-05
2160,Pinterest Inc,Brand Publicity,Merf,70155879,124752,24929,99823,2022-08-15
2136,Nintendo Technologies,Influencer,Transmorphers,24076473,124745,61073,63672,2022-12-23
543,KYG Antler LLC,E-Commerce,Space Wars,15043422,124677,67827,56850,2022-11-07
138,Nintendo Technologies,E-Commerce,Merf,88586666,124617,24588,100029,2022-10-09
2864,Pinterest Inc,Media Supported Asset,Transmorphers,40144548,124574,52915,71659,2022-10-16
2706,Google Inc.,E-Commerce,Transmorphers,43142354,124543,6068,118475,2022-08-10
1878,TikTok Inc,E-Commerce,Transmorphers,31891921,124465,57210,67255,2022-11-06
1782,Nintendo Technologies,E-Commerce,Clay-Dough,32959634,124440,55342,69098,2022-11-15
532,Disney Studios,Brand Publicity,GI-Bro,87515797,124359,11620,112739,2022-11-24
967,Google Inc.,Brand Asset Development,GI-Bro,48042110,124339,93346,30993,2022-09-07
1649,Google Inc.,Brand Asset Development,Merf,45848073,124320,59321,64999,2022-12-29
2724,Meta Platforms,Brand Publicity,Space Wars,24322114,124299,50442,73857,2022-08-24
4502,Pinterest Inc,Brand Publicity,Transmorphers,89479597,124286,1222,123064,2022-08-18
4509,TikTok Inc,Brand Asset Development,Merf,44060695,124226,55127,69099,2022-07-17
4843,Nintendo Technologies,E-Commerce,Clay-Dough,46744029,124116,39163,84953,2022-07-04
1742,Disney Studios,Brand Publicity,Transmorphers,68303478,123976,48040,75936,2022-11-08
782,Nintendo Technologies,Brand Asset Development,GI-Bro,88837425,123946,50889,73057,2022-10-19
2140,Pinterest Inc,E-Commerce,GI-Bro,59515733,123926,38278,85648,2022-08-22
1751,Nintendo Technologies,Influencer,Clay-Dough,12798051,123851,11084,112767,2022-10-29
4092,Pinterest Inc,Media Supported Asset,Space Wars,92541400,123849,59325,64524,2022-08-09
3705,Disney Studios,Brand Asset Development,Transmorphers,57763691,123742,74879,48863,2022-08-06
308,The Martingale Agency,Brand Publicity,Clay-Dough,34993690,123713,24291,99422,2022-08-16
1341,Disney Studios,Media Supported Asset,Merf,58140999,123712,34279,89433,2022-11-08
3397,Meta Platforms,Brand Asset Development,GI-Bro,10889902,123642,52067,71575,2022-08-19
2551,Meta Platforms,Influencer,Space Wars,51676500,123635,48897,74738,2022-11-11
464,Google Inc.,Brand Asset Development,GI-Bro,98530653,123612,63492,60120,2022-12-07
3481,Pinterest Inc,E-Commerce,Space Wars,71519574,123575,47125,76450,2022-11-03
132,Nintendo Technologies,Brand Publicity,Merf,39936224,123557,32457,91100,2022-07-05
3636,Google Inc.,E-Commerce,Clay-Dough,44071481,123534,49597,73937,2022-10-06
2038,Pinterest Inc,E-Commerce,Merf,93508297,123509,2299,121210,2022-07-10
1037,Pinterest Inc,Brand Publicity,Transmorphers,74939300,123474,33388,90086,2022-10-23
808,KYG Antler LLC,Brand Asset Development,Clay-Dough,27955564,123445,45122,78323,2022-09-19
1838,Google Inc.,Influencer,Transmorphers,36881578,123256,53701,69555,2022-12-28
2384,Disney Studios,Brand Asset Development,GI-Bro,95284400,123254,3185,120069,2022-10-04
794,Meta Platforms,Media Supported Asset,GI-Bro,50455565,123252,45011,78241,2022-12-01
2951,Disney Studios,Influencer,Space Wars,61521919,123251,36297,86954,2022-07-04
18,The Martingale Agency,E-Commerce,Clay-Dough,95304250,123225,45636,77589,2022-11-11
3680,Nintendo Technologies,Brand Asset Development,Merf,46669169,123210,61200,62010,2022-08-11
3439,Meta Platforms,E-Commerce,Transmorphers,37500650,123204,50917,72287,2022-10-10
1705,Nintendo Technologies,E-Commerce,Transmorphers,86721217,123190,92598,30592,2022-07-11
1709,Google Inc.,Influencer,Space Wars,41519212,123110,6872,116238,2022-08-14
2588,Pinterest Inc,Media Supported Asset,Space Wars,96750387,123092,21830,101262,2022-10-16
3662,Meta Platforms,E-Commerce,Merf,33524063,123060,93860,29200,2022-08-02
3659,Nintendo Technologies,E-Commerce,Merf,35363234,123047,15396,107651,2022-09-28
4325,The Martingale Agency,Media Supported Asset,GI-Bro,56841276,123010,51597,71413,2022-07-29
2543,Meta Platforms,E-Commerce,Transmorphers,98021165,122980,32616,90364,2022-08-29
1729,Nintendo Technologies,Brand Asset Development,GI-Bro,42517907,122977,74493,48484,2022-08-07
2390,Meta Platforms,Brand Publicity,Merf,96267913,122971,70162,52809,2022-08-09
2303,TikTok Inc,Brand Asset Development,Transmorphers,33679345,122936,75621,47315,2022-07-05
2427,The Martingale Agency,Media Supported Asset,Merf,27958586,122899,9771,113128,2022-10-19
4987,Disney Studios,E-Commerce,Merf,23423958,122871,13572,109299,2022-08-03
3042,Nintendo Technologies,Brand Publicity,Merf,94655949,122865,1712,121153,2022-08-11
542,Pinterest Inc,Brand Asset Development,Transmorphers,92454960,122807,73192,49615,2022-08-06
2392,KYG Antler LLC,Brand Asset Development,GI-Bro,13158545,122786,72201,50585,2022-08-01
4127,Meta Platforms,Brand Asset Development,GI-Bro,67092424,122751,64900,57851,2022-07-22
3476,Pinterest Inc,Brand Publicity,Transmorphers,46321625,122706,38304,84402,2022-09-30
2017,Nintendo Technologies,Brand Publicity,Transmorphers,10486563,122639,17708,104931,2022-11-03
4108,Meta Platforms,Brand Publicity,Transmorphers,75853534,122616,28695,93921,2022-09-11
2040,TikTok Inc,E-Commerce,Clay-Dough,39820385,122606,53082,69524,2022-08-04
3552,TikTok Inc,Media Supported Asset,Clay-Dough,54859179,122582,21464,101118,2022-12-20
1195,TikTok Inc,Media Supported Asset,Clay-Dough,26662968,122533,66009,56524,2022-10-31
4383,TikTok Inc,Influencer,Space Wars,83376161,122472,45951,76521,2022-07-08
3678,The Martingale Agency,E-Commerce,Space Wars,17025728,122459,18803,103656,2022-09-29
3031,Google Inc.,Media Supported Asset,Merf,51941029,122290,71925,50365,2022-11-28
4535,TikTok Inc,Brand Asset Development,Transmorphers,24034048,122283,94557,27726,2022-08-27
3971,Nintendo Technologies,Media Supported Asset,Merf,46405438,122162,58254,63908,2022-12-12
3549,TikTok Inc,Brand Asset Development,Merf,61867822,122135,56228,65907,2022-09-13
2311,Meta Platforms,Brand Asset Development,GI-Bro,71846072,122108,90461,31647,2022-08-14
285,TikTok Inc,Media Supported Asset,Clay-Dough,73939135,122028,27169,94859,2022-11-30
447,Nintendo Technologies,Media Supported Asset,Space Wars,33076893,122024,65547,56477,2022-11-25
1105,Google Inc.,Media Supported Asset,Transmorphers,45790312,122015,28530,93485,2022-09-10
4679,Meta Platforms,Influencer,Space Wars,34499789,122004,27010,94994,2022-10-02
2550,The Martingale Agency,Media Supported Asset,Space Wars,52889924,122002,30445,91557,2022-09-12
2714,The Martingale Agency,Brand Publicity,Transmorphers,32570496,121978,14131,107847,2022-08-30
4308,TikTok Inc,E-Commerce,Clay-Dough,15648142,121931,41802,80129,2022-09-24
4624,Meta Platforms,Brand Asset Development,GI-Bro,22610057,121855,22972,98883,2022-11-03
288,KYG Antler LLC,E-Commerce,Clay-Dough,51686332,121718,96279,25439,2022-08-03
2261,KYG Antler LLC,Brand Publicity,Merf,67277301,121701,74480,47221,2022-09-18
289,Disney Studios,Media Supported Asset,Merf,34763555,121682,82747,38935,2022-08-11
3404,Google Inc.,Media Supported Asset,Transmorphers,86805653,121586,12816,108770,2022-11-21
4271,The Martingale Agency,Media Supported Asset,Space Wars,82432069,121562,60067,61495,2022-12-03
973,The Martingale Agency,Influencer,Merf,73103326,121531,75523,46008,2022-09-17
3150,The Martingale Agency,Brand Publicity,Space Wars,36256990,121482,4422,117060,2022-10-22
499,Nintendo Technologies,Influencer,Transmorphers,68608771,121479,64008,57471,2022-11-06
2564,Google Inc.,Media Supported Asset,Transmorphers,92505103,121451,52558,68893,2022-10-20
1118,Google Inc.,Brand Asset Development,GI-Bro,17072273,121423,7649,113774,2022-08-17
2880,Meta Platforms,E-Commerce,Merf,68209787,121404,29306,92098,2022-07-30
3293,Nintendo Technologies,Brand Publicity,Clay-Dough,15635182,121347,45691,75656,2022-08-29
317,TikTok Inc,Media Supported Asset,Transmorphers,53050109,121311,38541,82770,2022-09-07
4578,Google Inc.,Influencer,Clay-Dough,65350108,121304,12279,109025,2022-10-14
4245,Nintendo Technologies,Media Supported Asset,Space Wars,64253623,121145,29084,92061,2022-12-12
1763,Google Inc.,Brand Publicity,Space Wars,27627558,121119,28318,92801,2022-10-28
4724,The Martingale Agency,Media Supported Asset,Merf,93070140,121115,38239,82876,2022-12-20
198,TikTok Inc,E-Commerce,Space Wars,73068437,121100,70467,50633,2022-11-03
868,Nintendo Technologies,Media Supported Asset,GI-Bro,70975877,120993,11297,109696,2022-07-17
2070,Disney Studios,Brand Publicity,Transmorphers,81179783,120971,46611,74360,2022-11-02
4372,Meta Platforms,Brand Asset Development,Merf,98996198,120935,89355,31580,2022-08-04
434,Disney Studios,Influencer,Space Wars,28291258,120847,69088,51759,2022-08-20
587,Disney Studios,Influencer,Space Wars,22057712,120785,65387,55398,2022-12-10
2712,Nintendo Technologies,Brand Asset Development,Merf,61785279,120714,79419,41295,2022-07-09
4556,Meta Platforms,Brand Asset Development,Merf,40901189,120664,51013,69651,2022-12-03
3973,Google Inc.,E-Commerce,Space Wars,45300559,120608,37223,83385,2022-12-04
4338,The Martingale Agency,Brand Asset Development,Transmorphers,34856969,120516,55116,65400,2022-10-30
890,KYG Antler LLC,Media Supported Asset,Transmorphers,85610364,120508,79456,41052,2022-07-06
2885,Nintendo Technologies,Brand Publicity,Space Wars,41293774,120505,19692,100813,2022-10-23
1706,Nintendo Technologies,Influencer,Merf,77628002,120488,45932,74556,2022-12-28
3362,TikTok Inc,Brand Publicity,Transmorphers,73414413,120412,59028,61384,2022-08-12
377,Google Inc.,Brand Publicity,Transmorphers,45036890,120400,34066,86334,2022-12-16
2309,The Martingale Agency,Media Supported Asset,Space Wars,73674652,120290,839,119451,2022-12-24
3147,Pinterest Inc,Influencer,Clay-Dough,26096618,120271,76113,44158,2022-08-24
1413,KYG Antler LLC,Media Supported Asset,Merf,51633753,120252,72633,47619,2022-07-12
2653,Google Inc.,Media Supported Asset,GI-Bro,70037271,120250,19461,100789,2022-12-19
2578,Pinterest Inc,Influencer,Clay-Dough,11675553,120235,61495,58740,2022-09-21
3635,Meta Platforms,E-Commerce,Merf,17868069,120157,10032,110125,2022-12-11
4847,The Martingale Agency,E-Commerce,Space Wars,63977163,120109,69416,50693,2022-07-13
1060,The Martingale Agency,Brand Publicity,Merf,38934430,120095,37269,82826,2022-09-29
1590,Meta Platforms,Brand Asset Development,GI-Bro,68329058,120082,54330,65752,2022-07-18
548,TikTok Inc,Media Supported Asset,Merf,91680124,119957,46398,73559,2022-09-01
3114,Google Inc.,E-Commerce,GI-Bro,45821707,119936,13482,106454,2022-10-27
4855,The Martingale Agency,Media Supported Asset,Space Wars,59841101,119924,50277,69647,2022-07-10
902,Google Inc.,Media Supported Asset,GI-Bro,18968071,119909,94887,25022,2022-08-17
3128,The Martingale Agency,Media Supported Asset,Merf,38516987,119897,53096,66801,2022-10-23
1719,Google Inc.,Influencer,Transmorphers,11762182,119852,38512,81340,2022-12-28
2832,Pinterest Inc,Brand Asset Development,Clay-Dough,78578411,119835,13417,106418,2022-11-15
2606,KYG Antler LLC,Media Supported Asset,GI-Bro,82194647,119832,52210,67622,2022-08-06
802,KYG Antler LLC,Influencer,Space Wars,54973392,119707,12815,106892,2022-12-03
533,Google Inc.,Brand Asset Development,Clay-Dough,54098934,119688,45542,74146,2022-10-25
2849,Meta Platforms,E-Commerce,GI-Bro,64463908,119657,71211,48446,2022-09-10
2665,KYG Antler LLC,Media Supported Asset,Transmorphers,81968926,119653,28549,91104,2022-08-16
1001,Meta Platforms,E-Commerce,GI-Bro,20154032,119582,20117,99465,2022-09-04
1456,TikTok Inc,E-Commerce,Space Wars,30706172,119574,69609,49965,2022-07-22
2950,Pinterest Inc,Brand Asset Development,Clay-Dough,46963773,119549,12074,107475,2022-12-13
3642,The Martingale Agency,Brand Asset Development,Transmorphers,46553111,119526,40603,78923,2022-11-26
3899,Google Inc.,E-Commerce,Space Wars,21163874,119516,59271,60245,2022-10-05
128,KYG Antler LLC,Brand Publicity,Space Wars,79020011,119496,1743,117753,2022-10-31
1334,Nintendo Technologies,Brand Asset Development,Clay-Dough,88394559,119395,68905,50490,2022-12-01
831,TikTok Inc,E-Commerce,Transmorphers,54578098,119379,76148,43231,2022-07-12
4725,Pinterest Inc,Brand Publicity,GI-Bro,34015421,119339,15985,103354,2022-11-06
4293,Nintendo Technologies,Influencer,Space Wars,25092424,119324,3001,116323,2022-10-13
1470,The Martingale Agency,E-Commerce,GI-Bro,12184015,119320,13446,105874,2022-11-11
2771,Meta Platforms,E-Commerce,Clay-Dough,84697905,119229,47134,72095,2022-12-28
1283,Google Inc.,Brand Asset Development,Merf,79996620,119092,19248,99844,2022-07-23
553,Nintendo Technologies,Media Supported Asset,GI-Bro,34479321,119090,24829,94261,2022-11-04
4376,Google Inc.,Media Supported Asset,GI-Bro,77590386,119080,41386,77694,2022-12-22
1743,Meta Platforms,Media Supported Asset,Transmorphers,16587746,119044,58276,60768,2022-09-09
429,TikTok Inc,Influencer,Clay-Dough,73021425,118981,56656,62325,2022-10-29
3343,Disney Studios,Brand Publicity,Clay-Dough,53574201,118949,26659,92290,2022-11-22
2631,Disney Studios,Brand Asset Development,Space Wars,74420134,118817,8868,109949,2022-07-20
2306,Nintendo Technologies,Influencer,Transmorphers,74242771,118750,67350,51400,2022-12-18
3048,TikTok Inc,Brand Asset Development,Space Wars,49389317,118743,3090,115653,2022-11-01
2476,Disney Studios,Media Supported Asset,Space Wars,73408676,118684,51733,66951,2022-10-02
1353,KYG Antler LLC,Influencer,Transmorphers,15959302,118670,60173,58497,2022-11-01
2773,Meta Platforms,Influencer,Merf,45808256,118654,42886,75768,2022-10-02
550,The Martingale Agency,Media Supported Asset,Clay-Dough,39354225,118617,3541,115076,2022-08-20
2318,TikTok Inc,E-Commerce,Merf,64076877,118582,29426,89156,2022-09-23
1053,Nintendo Technologies,Media Supported Asset,Merf,34874053,118570,77431,41139,2022-08-14
3778,Disney Studios,Brand Asset Development,Transmorphers,75478205,118462,8080,110382,2022-12-24
1322,Pinterest Inc,E-Commerce,Clay-Dough,45774064,118427,25551,92876,2022-09-20
2938,Meta Platforms,Brand Publicity,Clay-Dough,48843479,118342,15518,102824,2022-12-09
2393,The Martingale Agency,Brand Asset Development,Clay-Dough,20768928,118270,45775,72495,2022-09-13
2856,Pinterest Inc,Influencer,Merf,97308679,118248,17781,100467,2022-08-24
3908,TikTok Inc,Brand Asset Development,Clay-Dough,58770250,118230,63924,54306,2022-08-15
3134,The Martingale Agency,E-Commerce,GI-Bro,63127015,118211,10296,107915,2022-12-09
3589,KYG Antler LLC,E-Commerce,Space Wars,56443472,118195,20509,97686,2022-12-21
4186,The Martingale Agency,Brand Publicity,Space Wars,55808933,118113,78658,39455,2022-09-13
4198,TikTok Inc,Influencer,Merf,31255633,118105,33026,85079,2022-09-13
4412,Nintendo Technologies,Media Supported Asset,Merf,73405872,118079,9152,108927,2022-10-05
3702,Google Inc.,Brand Publicity,Transmorphers,38603274,117987,67843,50144,2022-10-14
3762,Meta Platforms,Brand Asset Development,Space Wars,14912532,117972,72530,45442,2022-09-18
1902,The Martingale Agency,Influencer,GI-Bro,69267953,117956,41744,76212,2022-11-18
3906,Google Inc.,Influencer,Merf,95021002,117954,90072,27882,2022-08-21
4576,Nintendo Technologies,Influencer,Space Wars,69362536,117855,92212,25643,2022-09-28
3349,Google Inc.,Brand Publicity,GI-Bro,59690300,117855,56850,61005,2022-09-09
4005,TikTok Inc,Brand Asset Development,Clay-Dough,38515848,117853,23483,94370,2022-12-24
4671,Disney Studios,Brand Publicity,Space Wars,66313491,117759,3715,114044,2022-12-03
4935,KYG Antler LLC,Influencer,Space Wars,26107237,117754,15096,102658,2022-09-04
4573,KYG Antler LLC,Brand Asset Development,Clay-Dough,12093936,117727,6742,110985,2022-12-11
2443,The Martingale Agency,Influencer,Clay-Dough,20666467,117688,75744,41944,2022-09-19
776,KYG Antler LLC,Influencer,Transmorphers,82539018,117661,42998,74663,2022-11-18
78,Pinterest Inc,Brand Publicity,Clay-Dough,30598742,117629,380,117249,2022-09-07
2095,KYG Antler LLC,Influencer,GI-Bro,49064757,117611,315,117296,2022-10-06
915,Disney Studios,Media Supported Asset,Clay-Dough,92257666,117585,38999,78586,2022-08-06
4356,KYG Antler LLC,Brand Publicity,GI-Bro,70170832,117578,37395,80183,2022-10-21
2291,Pinterest Inc,Brand Publicity,Transmorphers,87712204,117530,2012,115518,2022-08-20
